ADDRESBR,ADDRESS,ASSET,BKCLASS,BKMO,BRCENM,BRNUM,BRSERTYP,BRSERTYPDESC,CALL,CB,CBSA_DIV_NAMB,CERT,CHARTER,CHRTAGNN,CHRTAGNT,CITY,CITY2BR,CITYBR,CITYHCR,CLCODE,CNTRYNA,CNTRYNAB,CNTYNAMB,CNTYNUMB,CONSOLD,CSABR,CSANAMBR,DENOVO,DEPDOM,DEPSUM,DEPSUMBR,DIVISIONB,DOCKET,ESCROW,FDICDBS,FDICNAME,FED,FEDNAME,HCTMULT,ID,INSAGNT1,INSBRDD,INSBRTS,INSURED,METROBR,MICROBR,MSABR,MSANAMB,NAMEBR,NAMEFULL,NAMEHCR,NECNAMB,NECTABR,OCCDIST,OCCNAME,PLACENUM,REGAGNT,RSSDHCR,RSSDID,SIMS_ACQUIRED_DATE,SIMS_DESCRIPTION,SIMS_ESTABLISHED_DATE,SIMS_LATITUDE,SIMS_LONGITUDE,SIMS_PROJECTION,SPECDESC,SPECGRP,STALP,STALPBR,STALPHCR,STCNTY,STCNTYBR,STNAME,STNAMEBR,STNUMBR,UNINUMBR,UNIT,USA,YEAR,ZIP,ZIPBR,ZIPBR_RAW,ZIP_RAW
831 Freeport Rd,127 Public Sq,184963242,N,0,,2085,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Pittsburgh,Pittsburgh,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"56,567",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2085,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Waterworks Ii Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,5/20/87,40.48738598,-79.89445303,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,217546,0,1,6/30/24,44114,15238,15238,44114
583 Allegheny Ave,127 Public Sq,184963242,N,0,,2086,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Oakmont,Oakmont,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"78,353",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2086,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Oakmont Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,1/1/21,40.51987998,-79.84322099,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,277370,0,1,6/30/24,44114,15139,15139,44114
1509 Freeport Rd,127 Public Sq,184963242,N,0,,2091,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Natrona Heights,Natrona Heights,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"58,339",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2091,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Natrona Heights Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,7/12/71,40.619883,-79.73050702,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,229778,0,1,6/30/24,44114,15065,15065,44114
1730 Murray Ave,127 Public Sq,184963242,N,0,,2092,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Pittsburgh,Pittsburgh,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"106,653",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2092,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Squirrel Hill Murray Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,8/12/65,40.437169,-79.92318996,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,246375,0,1,6/30/24,44114,15217,15217,44114
400 Broad St,127 Public Sq,184963242,N,0,,2093,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Sewickley,Sewickley,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"41,943",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2093,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Sewickley Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,11/12/91,40.53930102,-80.18097296,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,217551,0,1,6/30/24,44114,15143,15143,44114
5576 Penn Ave,127 Public Sq,184963242,N,0,,2096,12,"Full Service, Retail Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Pittsburgh,Pittsburgh,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"43,096",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2096,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Penn & Negley Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,01/01/1891,40.4633,-79.93102,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,41232,0,1,6/30/24,44114,15206,15206,44114
300 6th Ave,127 Public Sq,184963242,N,0,,2097,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Pittsburgh,Pittsburgh,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"67,815",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2097,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Oliver Avenue Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,01/01/1871,40.441656,-79.99944097,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,5070,0,1,6/30/24,44114,15222,15222,44114
810 Mckeesport Rd,127 Public Sq,184963242,N,0,,2099,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Elizabeth,Elizabeth,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"69,876",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2099,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Elizabeth Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,2/4/63,40.27996401,-79.87564999,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,216972,0,1,6/30/24,44114,15037,15037,44114
3700 5th Ave,127 Public Sq,184963242,N,0,,2102,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Pittsburgh,Pittsburgh,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"22,747",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2102,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Oakland West Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,4/8/63,40.44170801,-79.95787797,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,216998,0,1,6/30/24,44114,15213,15213,44114
6203 Babcock Blvd,127 Public Sq,184963242,N,0,,2104,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Pittsburgh,Pittsburgh,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"134,687",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2104,DIF,,,CB,1,0,38300,"Pittsburgh, PA",North Hills Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,5/22/61,40.55292002,-80.02294199,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,217005,0,1,6/30/24,44114,15237,15237,44114
1825 Washington Rd,127 Public Sq,184963242,N,0,,2106,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Pittsburgh,Pittsburgh,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"149,969",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2106,DIF,,,CB,1,0,38300,"Pittsburgh, PA",South Hills Village Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,7/15/65,40.345899,-80.05627899,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,217010,0,1,6/30/24,44114,15241,15241,44114
3979 William Penn Hwy,127 Public Sq,184963242,N,0,,2107,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Monroeville,Monroeville,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"107,357",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2107,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Monroeville Mall Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,5/5/69,40.43832773,-79.77322155,StreetAddress,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,217026,0,1,6/30/24,44114,15146,15146,44114
9605 Harmony Drive,127 Public Sq,184963242,N,0,,2109,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Ingomar,Ingomar,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"75,082",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2109,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Ingomar Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,4/25/77,40.58079778,-80.06109862,POSTAL,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,217045,0,1,6/30/24,44114,15127,15127,44114
1801 Route 286,127 Public Sq,184963242,N,0,,2129,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Pittsburgh,Pittsburgh,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"54,429",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2129,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Plum Boro Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,11/19/99,40.44623019,-79.71396999,StreetAddress,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,217571,0,1,6/30/24,44114,15239,15239,44114
1593 Washington Pike,127 Public Sq,184963242,N,0,,2130,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Bridgeville,Bridgeville,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"73,007",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2130,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Collier Township Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,1/9/06,40.38178599,-80.09483902,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,453704,0,1,6/30/24,44114,15017,15017,44114
150 Mall Circle Dr,127 Public Sq,184963242,N,0,N,2131,23,"Limited Service, Drive-through Facility",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Monroeville,Monroeville,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,0,0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2131,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Monroeville Mall Drive Up Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,7/1/07,40.43086592,-79.79371448,StreetAddress,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,479753,0,1,6/30/24,44114,15146,15146,44114
2001 Murray Ave,127 Public Sq,184963242,N,0,N,2132,23,"Limited Service, Drive-through Facility",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Pittsburgh,Pittsburgh,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,0,0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2132,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Squirrel Hill Drive Up Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,7/1/07,40.43452702,-79.922665,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,479754,0,1,6/30/24,44114,15217,15217,44114
5375 William Flynn Hwy,127 Public Sq,184963242,N,0,,2279,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Gibsonia,Gibsonia,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"35,212",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2279,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Richland Mall Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,4/25/11,40.61979298,-79.94676599,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,522025,0,1,6/30/24,44114,15044,15044,44114
270 Market Ln,127 Public Sq,184963242,N,0,,2383,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Wexford,Wexford,CLEVELAND,3,United States,United States,Allegheny,3,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"28,255",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2383,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Wexford Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,1/22/13,40.63081502,-80.05618797,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42003,Ohio,Pennsylvania,42,537473,0,1,6/30/24,44114,15090,15090,44114
120 N West End Blvd,127 Public Sq,184963242,N,0,,2145,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,Quakertown,Quakertown,CLEVELAND,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"64,049",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2145,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Trainer'S Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,2/16/82,40.44460102,-75.36157402,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42017,Ohio,Pennsylvania,42,184897,0,1,6/30/24,44114,18951,18951,44114
500 Farm Ln,127 Public Sq,184963242,N,0,,2150,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,Doylestown,Doylestown,CLEVELAND,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"35,571",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2150,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Doylestown Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,5/18/98,40.31160901,-75.11265496,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42017,Ohio,Pennsylvania,42,215775,0,1,6/30/24,44114,18901,18901,44114
702 Route 113,127 Public Sq,184963242,N,0,,2152,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,Souderton,Souderton,CLEVELAND,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"60,950",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2152,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Souderton Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,12/17/01,40.31601299,-75.31108596,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42017,Ohio,Pennsylvania,42,364822,0,1,6/30/24,44114,18964,18964,44114
298 Veterans Way,127 Public Sq,184963242,N,0,,2168,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,Warminster,Warminster,CLEVELAND,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"43,830",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2168,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Warminster Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,5/3/07,40.19456499,-75.07703598,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42017,Ohio,Pennsylvania,42,463504,0,1,6/30/24,44114,18974,18974,44114
280 Easton Rd,127 Public Sq,184963242,N,0,,2376,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,Warrington,Warrington,CLEVELAND,3,United States,United States,Bucks,17,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"63,687",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2376,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Warrington Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,10/24/11,40.22047899,-75.14065698,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42017,Ohio,Pennsylvania,42,532121,0,1,6/30/24,44114,18976,18976,44114
20111 Route 19,127 Public Sq,184963242,N,0,,2087,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Cranberry Township,Cranberry Township,CLEVELAND,3,United States,United States,Butler,19,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"71,166",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2087,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Cranberry Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,5/25/90,40.6837,-80.10612902,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42019,Ohio,Pennsylvania,42,217548,0,1,6/30/24,44114,16066,16066,44114
364 Center Ave,127 Public Sq,184963242,N,0,,2089,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Butler,Butler,CLEVELAND,3,United States,United States,Butler,19,,430,"Pittsburgh-Weirton-Steubenville, PA-OH-WV",0,149273809,0,"54,436",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2089,DIF,,,CB,1,0,38300,"Pittsburgh, PA",Butler Center Avenue Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,9/27/71,40.85475101,-79.88870497,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42019,Ohio,Pennsylvania,42,241055,0,1,6/30/24,44114,16001,16001,44114
13 W Ridge St,127 Public Sq,184963242,N,0,,2153,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Lansford,Lansford,CLEVELAND,3,United States,United States,Carbon,25,,106,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",0,149273809,0,"44,324",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2153,DIF,,,CB,1,0,10900,"Allentown-Bethlehem-Easton, PA-NJ",Lansford Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,12/3/03,40.83211698,-75.88530701,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42025,Ohio,Pennsylvania,42,4904,0,1,6/30/24,44114,18232,18232,44114
904 Blakeslee Boulevard Dr E,127 Public Sq,184963242,N,0,,2154,11,"Full Service, Brick and Mortar Office",CALL,0,,17534,FED,Comptroller of the Currency,OCC,Cleveland,Lehighton,Lehighton,CLEVELAND,3,United States,United States,Carbon,25,,106,"Allentown-Bethlehem-East Stroudsburg, PA-NJ",0,149273809,0,"134,588",0,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2154,DIF,,,CB,1,0,10900,"Allentown-Bethlehem-Easton, PA-NJ",Lehighton Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,9/28/95,40.81869701,-75.72845604,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42025,Ohio,Pennsylvania,42,215994,0,1,6/30/24,44114,18235,18235,44114
2 Glocker Way,127 Public Sq,184963242,N,0,,2165,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,Pottstown,Pottstown,CLEVELAND,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"48,268",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2165,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",North Coventry Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,1/5/04,40.2082583,-75.65772694,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42029,Ohio,Pennsylvania,42,424716,0,1,6/30/24,44114,19465,19465,44114
601 N Pottstown Pike,127 Public Sq,184963242,N,0,,2182,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,Exton,Exton,CLEVELAND,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"93,883",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2182,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Exton Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,1/1/22,40.05045162,-75.63566896,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42029,Ohio,Pennsylvania,42,282657,0,1,6/30/24,44114,19341,19341,44114
200 Lancaster Ave,127 Public Sq,184963242,N,0,,2183,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,Malvern,Frazer,CLEVELAND,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"35,949",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2183,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Frazer Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,99.9,1/1/22,40.04059853,-75.5397773,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42029,Ohio,Pennsylvania,42,282658,0,1,6/30/24,44114,19355,19355,44114
3909 W Lincoln Hwy,127 Public Sq,184963242,N,0,,2184,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,Downingtown,Downingtown,CLEVELAND,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"99,049",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2184,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Thorndale Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,1/1/22,39.99662262,-75.74267027,StreetAddress,COMMERCIAL LENDING,4,OH,PA,OH,39035,42029,Ohio,Pennsylvania,42,282659,0,1,6/30/24,44114,19335,19335,44114
1197 Wilmington Pike,127 Public Sq,184963242,N,0,,2185,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,West Chester,West Chester,CLEVELAND,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"78,110",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2185,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Westtown Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,3/1/90,39.92083529,-75.57557214,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42029,Ohio,Pennsylvania,42,282660,0,1,6/30/24,44114,19382,19382,44114
82 Quarry Rd,127 Public Sq,184963242,N,0,,2187,11,"Full Service, Brick and Mortar Office",CALL,0,"Montgomery County-Bucks County-Chester County, PA",17534,FED,Comptroller of the Currency,OCC,Cleveland,Downingtown,Downingtown,CLEVELAND,3,United States,United States,Chester,29,,428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",0,149273809,0,"52,185",33874,0,,9,Chicago,4,Cleveland,MULT,2024_17534_2187,DIF,,,CB,1,0,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Brandywine Square Branch,KeyBank National Association,KEYCORP,,,6,Large Bank,0,OCC,1068025,280110,10/8/16,100,8/29/96,40.01735614,-75.67768627,EXACT,COMMERCIAL LENDING,4,OH,PA,OH,39035,42029,Ohio,Pennsylvania,42,282662,0,1,6/30/24,44114,19335,19335,44114
